2025-12-11 at 09:02:56 | INFO | saas
2025-12-12 at 16:53:07 | INFO | 图片保存成功：background.png
2025-12-12 at 16:55:52 | INFO | 正在初始化
2025-12-12 at 16:55:52 | INFO | 初始化完成
2025-12-12 at 16:55:54 | INFO | 账号输入完成
2025-12-12 at 16:55:56 | INFO | 密码输入完成
2025-12-12 at 16:55:56 | INFO | 已勾选协议
2025-12-12 at 16:55:56 | INFO | 已提交，即将进入滑块验证码
2025-12-12 at 16:55:56 | INFO | 图片保存成功：slider.png
2025-12-12 at 16:55:56 | INFO | 图片保存成功：background.png
2025-12-12 at 16:56:05 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 16:56:06 | INFO | 图片保存成功：slider.png
2025-12-12 at 16:56:06 | INFO | 图片保存成功：background.png
2025-12-12 at 16:56:11 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 16:56:11 | INFO | 图片保存成功：slider.png
2025-12-12 at 16:56:11 | INFO | 图片保存成功：background.png
2025-12-12 at 16:56:17 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 16:56:17 | INFO | 图片保存成功：slider.png
2025-12-12 at 16:56:17 | INFO | 图片保存成功：background.png
2025-12-12 at 16:56:21 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 16:56:21 | INFO | 图片保存成功：slider.png
2025-12-12 at 16:56:21 | INFO | 图片保存成功：background.png
2025-12-12 at 16:56:25 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 16:56:25 | INFO | 图片保存成功：slider.png
2025-12-12 at 16:56:25 | INFO | 图片保存成功：background.png
2025-12-12 at 16:56:30 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 16:56:30 | INFO | 图片保存成功：slider.png
2025-12-12 at 16:56:30 | INFO | 图片保存成功：background.png
2025-12-12 at 16:56:34 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 16:56:35 | INFO | 图片保存成功：slider.png
2025-12-12 at 16:56:35 | INFO | 图片保存成功：background.png
2025-12-12 at 16:58:23 | INFO | 正在初始化
2025-12-12 at 16:58:23 | INFO | 初始化完成
2025-12-12 at 16:58:26 | INFO | 账号输入完成
2025-12-12 at 16:58:27 | INFO | 密码输入完成
2025-12-12 at 16:58:28 | INFO | 已勾选协议
2025-12-12 at 16:58:28 | INFO | 已提交，即将进入滑块验证码
2025-12-12 at 16:58:28 | INFO | 图片保存成功：slider.png
2025-12-12 at 16:58:28 | INFO | 图片保存成功：background.png
2025-12-12 at 16:58:34 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 16:58:34 | INFO | 图片保存成功：slider.png
2025-12-12 at 16:58:34 | INFO | 图片保存成功：background.png
2025-12-12 at 16:58:37 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 16:58:37 | INFO | 图片保存成功：slider.png
2025-12-12 at 16:58:38 | INFO | 图片保存成功：background.png
2025-12-12 at 16:58:42 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 16:58:42 | INFO | 图片保存成功：slider.png
2025-12-12 at 16:58:43 | INFO | 图片保存成功：background.png
2025-12-12 at 16:58:47 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 16:58:47 | INFO | 图片保存成功：slider.png
2025-12-12 at 16:58:48 | INFO | 图片保存成功：background.png
2025-12-12 at 16:58:51 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 16:58:52 | INFO | 图片保存成功：slider.png
2025-12-12 at 16:58:52 | INFO | 图片保存成功：background.png
2025-12-12 at 16:58:57 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 16:58:57 | INFO | 图片保存成功：slider.png
2025-12-12 at 16:58:57 | INFO | 图片保存成功：background.png
2025-12-12 at 17:02:07 | INFO | 正在初始化
2025-12-12 at 17:02:07 | INFO | 初始化完成
2025-12-12 at 17:02:10 | INFO | 账号输入完成
2025-12-12 at 17:02:11 | INFO | 密码输入完成
2025-12-12 at 17:02:11 | INFO | 已勾选协议
2025-12-12 at 17:02:11 | INFO | 已提交，即将进入滑块验证码
2025-12-12 at 17:02:12 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:02:12 | INFO | 图片保存成功：background.png
2025-12-12 at 17:02:16 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 17:02:16 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:02:16 | INFO | 图片保存成功：background.png
2025-12-12 at 17:02:20 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 17:02:20 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:02:20 | INFO | 图片保存成功：background.png
2025-12-12 at 17:02:23 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 17:02:23 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:02:23 | INFO | 图片保存成功：background.png
2025-12-12 at 17:02:27 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 17:02:27 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:02:27 | INFO | 图片保存成功：background.png
2025-12-12 at 17:02:30 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 17:02:30 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:02:30 | INFO | 图片保存成功：background.png
2025-12-12 at 17:02:33 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 17:02:33 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:02:33 | INFO | 图片保存成功：background.png
2025-12-12 at 17:02:37 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 17:02:37 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:02:37 | INFO | 图片保存成功：background.png
2025-12-12 at 17:02:41 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 17:02:41 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:02:41 | INFO | 图片保存成功：background.png
2025-12-12 at 17:02:44 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 17:02:45 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:02:45 | INFO | 图片保存成功：background.png
2025-12-12 at 17:02:48 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 17:02:48 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:02:48 | INFO | 图片保存成功：background.png
2025-12-12 at 17:02:51 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 17:02:52 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:02:52 | INFO | 图片保存成功：background.png
2025-12-12 at 17:02:55 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 17:02:55 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:02:55 | INFO | 图片保存成功：background.png
2025-12-12 at 17:02:59 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 17:02:59 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:02:59 | INFO | 图片保存成功：background.png
2025-12-12 at 17:03:03 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 17:03:03 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:03:03 | INFO | 图片保存成功：background.png
2025-12-12 at 17:03:08 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 17:03:08 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:03:08 | INFO | 图片保存成功：background.png
2025-12-12 at 17:03:12 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 17:03:12 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:03:12 | INFO | 图片保存成功：background.png
2025-12-12 at 17:03:16 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 17:03:16 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:03:16 | INFO | 图片保存成功：background.png
2025-12-12 at 17:04:04 | INFO | 正在初始化
2025-12-12 at 17:04:04 | INFO | 初始化完成
2025-12-12 at 17:04:07 | INFO | 账号输入完成
2025-12-12 at 17:04:09 | INFO | 密码输入完成
2025-12-12 at 17:04:09 | INFO | 已勾选协议
2025-12-12 at 17:04:09 | INFO | 已提交，即将进入滑块验证码
2025-12-12 at 17:04:09 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:04:09 | INFO | 图片保存成功：background.png
2025-12-12 at 17:04:14 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 17:04:14 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:04:14 | INFO | 图片保存成功：background.png
2025-12-12 at 17:04:19 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 17:04:19 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:04:19 | INFO | 图片保存成功：background.png
2025-12-12 at 17:04:22 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 17:04:23 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:04:23 | INFO | 图片保存成功：background.png
2025-12-12 at 17:04:26 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 17:04:26 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:04:26 | INFO | 图片保存成功：background.png
2025-12-12 at 17:04:30 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 17:04:30 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:04:30 | INFO | 图片保存成功：background.png
2025-12-12 at 17:04:59 | INFO | 正在初始化
2025-12-12 at 17:04:59 | INFO | 初始化完成
2025-12-12 at 17:05:02 | INFO | 账号输入完成
2025-12-12 at 17:05:04 | INFO | 密码输入完成
2025-12-12 at 17:05:04 | INFO | 已勾选协议
2025-12-12 at 17:05:04 | INFO | 已提交，即将进入滑块验证码
2025-12-12 at 17:05:04 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:05:04 | INFO | 图片保存成功：background.png
2025-12-12 at 17:05:11 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 17:05:12 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:05:12 | INFO | 图片保存成功：background.png
2025-12-12 at 17:05:14 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 17:05:14 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:05:14 | INFO | 图片保存成功：background.png
2025-12-12 at 17:05:17 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 17:05:17 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:05:17 | INFO | 图片保存成功：background.png
2025-12-12 at 17:05:20 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 17:05:20 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:05:20 | INFO | 图片保存成功：background.png
2025-12-12 at 17:05:23 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 17:05:23 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:05:24 | INFO | 图片保存成功：background.png
2025-12-12 at 17:05:26 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 17:05:26 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:05:26 | INFO | 图片保存成功：background.png
2025-12-12 at 17:05:29 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 17:05:29 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:05:29 | INFO | 图片保存成功：background.png
2025-12-12 at 17:09:10 | INFO | 正在初始化
2025-12-12 at 17:09:10 | INFO | 初始化完成
2025-12-12 at 17:09:13 | INFO | 账号输入完成
2025-12-12 at 17:09:15 | INFO | 密码输入完成
2025-12-12 at 17:09:15 | INFO | 已勾选协议
2025-12-12 at 17:09:15 | INFO | 已提交，即将进入滑块验证码
2025-12-12 at 17:09:15 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:09:15 | INFO | 图片保存成功：background.png
2025-12-12 at 17:11:59 | INFO | 正在初始化
2025-12-12 at 17:11:59 | INFO | 初始化完成
2025-12-12 at 17:12:02 | INFO | 账号输入完成
2025-12-12 at 17:12:04 | INFO | 密码输入完成
2025-12-12 at 17:12:04 | INFO | 已勾选协议
2025-12-12 at 17:12:04 | INFO | 已提交，即将进入滑块验证码
2025-12-12 at 17:12:04 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:12:04 | INFO | 图片保存成功：background.png
2025-12-12 at 17:13:29 | INFO | 正在初始化
2025-12-12 at 17:13:29 | INFO | 初始化完成
2025-12-12 at 17:13:32 | INFO | 账号输入完成
2025-12-12 at 17:13:33 | INFO | 密码输入完成
2025-12-12 at 17:13:33 | INFO | 已勾选协议
2025-12-12 at 17:13:33 | INFO | 已提交，即将进入滑块验证码
2025-12-12 at 17:13:34 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:13:34 | INFO | 图片保存成功：background.png
2025-12-12 at 17:14:51 | INFO | 正在初始化
2025-12-12 at 17:14:51 | INFO | 初始化完成
2025-12-12 at 17:14:54 | INFO | 账号输入完成
2025-12-12 at 17:14:56 | INFO | 密码输入完成
2025-12-12 at 17:14:56 | INFO | 已勾选协议
2025-12-12 at 17:14:56 | INFO | 已提交，即将进入滑块验证码
2025-12-12 at 17:14:56 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:14:56 | INFO | 图片保存成功：background.png
2025-12-12 at 17:15:02 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 17:15:03 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:15:03 | INFO | 图片保存成功：background.png
2025-12-12 at 17:15:05 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 17:15:05 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:15:06 | INFO | 图片保存成功：background.png
2025-12-12 at 17:15:09 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 17:15:09 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:15:09 | INFO | 图片保存成功：background.png
2025-12-12 at 17:15:12 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 17:15:12 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:15:13 | INFO | 图片保存成功：background.png
2025-12-12 at 17:15:16 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 17:15:16 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:15:16 | INFO | 图片保存成功：background.png
2025-12-12 at 17:15:19 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 17:15:19 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:15:19 | INFO | 图片保存成功：background.png
2025-12-12 at 17:15:23 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 17:15:23 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:15:23 | INFO | 图片保存成功：background.png
2025-12-12 at 17:15:27 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 17:15:27 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:15:27 | INFO | 图片保存成功：background.png
2025-12-12 at 17:15:30 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 17:15:30 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:15:30 | INFO | 图片保存成功：background.png
2025-12-12 at 17:15:33 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 17:15:33 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:15:33 | INFO | 图片保存成功：background.png
2025-12-12 at 17:15:37 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 17:15:37 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:15:37 | INFO | 图片保存成功：background.png
2025-12-12 at 17:15:40 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 17:15:40 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:15:40 | INFO | 图片保存成功：background.png
2025-12-12 at 17:15:44 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 17:15:44 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:15:44 | INFO | 图片保存成功：background.png
2025-12-12 at 17:15:47 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 17:15:47 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:15:47 | INFO | 图片保存成功：background.png
2025-12-12 at 17:18:06 | INFO | 正在初始化
2025-12-12 at 17:18:06 | INFO | 初始化完成
2025-12-12 at 17:18:08 | INFO | 账号输入完成
2025-12-12 at 17:18:10 | INFO | 密码输入完成
2025-12-12 at 17:18:10 | INFO | 已勾选协议
2025-12-12 at 17:18:10 | INFO | 已提交，即将进入滑块验证码
2025-12-12 at 17:18:10 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:18:10 | INFO | 图片保存成功：background.png
2025-12-12 at 17:18:15 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 17:18:15 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:18:15 | INFO | 图片保存成功：background.png
2025-12-12 at 17:18:18 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 17:18:18 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:18:18 | INFO | 图片保存成功：background.png
2025-12-12 at 17:18:21 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 17:18:22 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:18:22 | INFO | 图片保存成功：background.png
2025-12-12 at 17:18:25 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 17:18:25 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:18:25 | INFO | 图片保存成功：background.png
2025-12-12 at 17:18:28 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 17:18:28 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:18:28 | INFO | 图片保存成功：background.png
2025-12-12 at 17:18:31 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 17:18:32 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:18:32 | INFO | 图片保存成功：background.png
2025-12-12 at 17:18:35 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 17:18:35 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:18:35 | INFO | 图片保存成功：background.png
2025-12-12 at 17:18:39 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 17:18:39 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:18:39 | INFO | 图片保存成功：background.png
2025-12-12 at 17:18:42 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 17:18:42 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:18:42 | INFO | 图片保存成功：background.png
2025-12-12 at 17:18:45 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 17:18:45 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:18:45 | INFO | 图片保存成功：background.png
2025-12-12 at 17:18:49 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 17:18:49 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:18:49 | INFO | 图片保存成功：background.png
2025-12-12 at 17:18:52 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 17:18:52 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:18:52 | INFO | 图片保存成功：background.png
2025-12-12 at 17:18:56 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 17:18:56 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:18:56 | INFO | 图片保存成功：background.png
2025-12-12 at 17:19:41 | INFO | 正在初始化
2025-12-12 at 17:19:41 | INFO | 初始化完成
2025-12-12 at 17:19:44 | INFO | 账号输入完成
2025-12-12 at 17:19:46 | INFO | 密码输入完成
2025-12-12 at 17:19:46 | INFO | 已勾选协议
2025-12-12 at 17:19:46 | INFO | 已提交，即将进入滑块验证码
2025-12-12 at 17:19:46 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:19:46 | INFO | 图片保存成功：background.png
2025-12-12 at 17:21:05 | INFO | 正在初始化
2025-12-12 at 17:21:05 | INFO | 初始化完成
2025-12-12 at 17:21:07 | INFO | 账号输入完成
2025-12-12 at 17:21:09 | INFO | 密码输入完成
2025-12-12 at 17:21:09 | INFO | 已勾选协议
2025-12-12 at 17:21:09 | INFO | 已提交，即将进入滑块验证码
2025-12-12 at 17:21:09 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:21:09 | INFO | 图片保存成功：background.png
2025-12-12 at 17:27:52 | INFO | 正在初始化
2025-12-12 at 17:27:52 | INFO | 初始化完成
2025-12-12 at 17:27:56 | INFO | 账号输入完成
2025-12-12 at 17:27:57 | INFO | 密码输入完成
2025-12-12 at 17:27:57 | INFO | 已勾选协议
2025-12-12 at 17:27:58 | INFO | 已提交，即将进入滑块验证码
2025-12-12 at 17:27:58 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:27:58 | INFO | 图片保存成功：background.png
2025-12-12 at 17:30:54 | INFO | 正在初始化
2025-12-12 at 17:30:54 | INFO | 初始化完成
2025-12-12 at 17:30:57 | INFO | 账号输入完成
2025-12-12 at 17:30:58 | INFO | 密码输入完成
2025-12-12 at 17:30:58 | INFO | 已勾选协议
2025-12-12 at 17:30:58 | INFO | 已提交，即将进入滑块验证码
2025-12-12 at 17:30:59 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:30:59 | INFO | 图片保存成功：background.png
2025-12-12 at 17:31:32 | INFO | 正在初始化
2025-12-12 at 17:31:32 | INFO | 初始化完成
2025-12-12 at 17:31:35 | INFO | 账号输入完成
2025-12-12 at 17:31:37 | INFO | 密码输入完成
2025-12-12 at 17:31:37 | INFO | 已勾选协议
2025-12-12 at 17:31:37 | INFO | 已提交，即将进入滑块验证码
2025-12-12 at 17:36:25 | INFO | 正在初始化
2025-12-12 at 17:36:25 | INFO | 初始化完成
2025-12-12 at 17:36:28 | INFO | 账号输入完成
2025-12-12 at 17:36:30 | INFO | 密码输入完成
2025-12-12 at 17:36:30 | INFO | 已勾选协议
2025-12-12 at 17:36:30 | INFO | 已提交，即将进入滑块验证码
2025-12-12 at 17:40:10 | INFO | 正在初始化
2025-12-12 at 17:40:21 | INFO | 初始化完成
2025-12-12 at 17:40:24 | INFO | 账号输入完成
2025-12-12 at 17:40:26 | INFO | 密码输入完成
2025-12-12 at 17:40:26 | INFO | 已勾选协议
2025-12-12 at 17:40:26 | INFO | 已提交，即将进入滑块验证码
2025-12-12 at 17:40:26 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:40:26 | INFO | 图片保存成功：background.png
2025-12-12 at 17:40:29 | INFO | 正在调整，距离24.127999999999986
2025-12-12 at 17:40:29 | INFO | 正在调整，距离5.902999999999992
2025-12-12 at 17:40:29 | INFO | 正在调整，距离2.664999999999992
2025-12-12 at 17:40:30 | INFO | 正在调整，距离2.497000000000014
2025-12-12 at 17:40:30 | INFO | 正在调整，距离2.664999999999992
2025-12-12 at 17:40:30 | INFO | 正在调整，距离2.497000000000014
2025-12-12 at 17:40:33 | INFO | 正在调整，距离2.664999999999992
2025-12-12 at 17:40:33 | INFO | 正在调整，距离2.497000000000014
2025-12-12 at 17:40:33 | INFO | 正在调整，距离2.664999999999992
2025-12-12 at 17:40:33 | INFO | 正在调整，距离2.497000000000014
2025-12-12 at 17:40:34 | INFO | 正在调整，距离2.664999999999992
2025-12-12 at 17:40:39 | INFO | 正在调整，距离2.497000000000014
2025-12-12 at 17:40:44 | INFO | 正在调整，距离2.664999999999992
2025-12-12 at 17:40:45 | INFO | 正在调整，距离2.497000000000014
2025-12-12 at 17:40:45 | INFO | 正在调整，距离2.664999999999992
2025-12-12 at 17:40:46 | INFO | 正在调整，距离2.497000000000014
2025-12-12 at 17:40:46 | INFO | 正在调整，距离2.664999999999992
2025-12-12 at 17:40:46 | INFO | 正在调整，距离2.497000000000014
2025-12-12 at 17:40:46 | INFO | 正在调整，距离2.664999999999992
2025-12-12 at 17:40:52 | INFO | 正在调整，距离2.497000000000014
2025-12-12 at 17:40:57 | INFO | 正在调整，距离2.664999999999992
2025-12-12 at 17:41:02 | INFO | 正在调整，距离2.497000000000014
2025-12-12 at 17:41:08 | INFO | 正在调整，距离2.664999999999992
2025-12-12 at 17:41:13 | INFO | 正在调整，距离2.497000000000014
2025-12-12 at 17:41:19 | INFO | 正在初始化
2025-12-12 at 17:41:30 | INFO | 初始化完成
2025-12-12 at 17:41:33 | INFO | 账号输入完成
2025-12-12 at 17:41:34 | INFO | 密码输入完成
2025-12-12 at 17:41:34 | INFO | 已勾选协议
2025-12-12 at 17:41:34 | INFO | 已提交，即将进入滑块验证码
2025-12-12 at 17:41:54 | INFO | 正在初始化
2025-12-12 at 17:42:05 | INFO | 初始化完成
2025-12-12 at 17:42:08 | INFO | 账号输入完成
2025-12-12 at 17:42:09 | INFO | 密码输入完成
2025-12-12 at 17:42:10 | INFO | 已勾选协议
2025-12-12 at 17:42:10 | INFO | 已提交，即将进入滑块验证码
2025-12-12 at 17:42:10 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:42:10 | INFO | 图片保存成功：background.png
2025-12-12 at 17:42:11 | INFO | 正在调整，距离1.3489999999999895
2025-12-12 at 17:42:15 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 17:42:15 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:42:15 | INFO | 图片保存成功：background.png
2025-12-12 at 17:42:16 | INFO | 正在调整，距离18.866000000000014
2025-12-12 at 17:42:16 | INFO | 正在调整，距离4.534999999999997
2025-12-12 at 17:42:16 | INFO | 正在调整，距离1.5829999999999984
2025-12-12 at 17:42:18 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 17:42:18 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:42:18 | INFO | 图片保存成功：background.png
2025-12-12 at 17:42:23 | INFO | 正在调整，距离18.866000000000014
2025-12-12 at 17:42:23 | INFO | 正在调整，距离4.534999999999997
2025-12-12 at 17:42:23 | INFO | 正在调整，距离1.5829999999999984
2025-12-12 at 17:42:25 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 17:42:25 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:42:25 | INFO | 图片保存成功：background.png
2025-12-12 at 17:42:27 | INFO | 正在调整，距离5.473000000000013
2025-12-12 at 17:42:27 | INFO | 正在调整，距离3.8760000000000048
2025-12-12 at 17:42:27 | INFO | 正在调整，距离2.0200000000000102
2025-12-12 at 17:42:29 | INFO | 正在调整，距离3.5889999999999986
2025-12-12 at 17:42:30 | INFO | 正在调整，距离2.0200000000000102
2025-12-12 at 17:42:30 | INFO | 正在调整，距离3.5889999999999986
2025-12-12 at 17:42:30 | INFO | 正在调整，距离2.0200000000000102
2025-12-12 at 17:42:30 | INFO | 正在调整，距离3.5889999999999986
2025-12-12 at 17:42:36 | INFO | 正在调整，距离2.0200000000000102
2025-12-12 at 17:42:41 | INFO | 正在调整，距离3.5889999999999986
2025-12-12 at 17:42:46 | INFO | 正在调整，距离2.0200000000000102
2025-12-12 at 17:42:51 | INFO | 正在调整，距离3.5889999999999986
2025-12-12 at 17:42:57 | INFO | 正在调整，距离2.0200000000000102
2025-12-12 at 17:42:59 | INFO | 正在调整，距离3.5889999999999986
2025-12-12 at 17:42:59 | INFO | 正在调整，距离2.0200000000000102
2025-12-12 at 17:42:59 | INFO | 正在调整，距离3.5889999999999986
2025-12-12 at 17:43:00 | INFO | 正在调整，距离2.0200000000000102
2025-12-12 at 17:43:00 | INFO | 正在调整，距离3.5889999999999986
2025-12-12 at 17:43:00 | INFO | 正在调整，距离2.0200000000000102
2025-12-12 at 17:43:00 | INFO | 正在调整，距离3.5889999999999986
2025-12-12 at 17:43:06 | INFO | 正在调整，距离2.0200000000000102
2025-12-12 at 17:43:11 | INFO | 正在调整，距离3.5889999999999986
2025-12-12 at 17:43:16 | INFO | 正在调整，距离2.0200000000000102
2025-12-12 at 17:43:22 | INFO | 正在调整，距离3.5889999999999986
2025-12-12 at 17:43:27 | INFO | 正在调整，距离2.0200000000000102
2025-12-12 at 17:43:32 | INFO | 正在调整，距离3.5889999999999986
2025-12-12 at 17:43:37 | INFO | 正在调整，距离2.0200000000000102
2025-12-12 at 17:43:38 | INFO | 正在初始化
2025-12-12 at 17:43:49 | INFO | 初始化完成
2025-12-12 at 17:43:52 | INFO | 账号输入完成
2025-12-12 at 17:43:54 | INFO | 密码输入完成
2025-12-12 at 17:43:54 | INFO | 已勾选协议
2025-12-12 at 17:43:54 | INFO | 已提交，即将进入滑块验证码
2025-12-12 at 17:43:54 | INFO | 图片保存成功：slider.png
2025-12-12 at 17:43:54 | INFO | 图片保存成功：background.png
2025-12-12 at 17:43:55 | INFO | 正在调整，距离20.64699999999999
